customer_id,address_state,emp_length,home_ownership,annual_income,verification_status
1056937,NM,4 years,MORTGAGE,60000,Verified
1056991,CA,7 years,MORTGAGE,76000,Source Verified
1056997,CA,2 years,RENT,37200,Not Verified
1057016,MA,10+ years,MORTGAGE,52302,Not Verified
1057038,CA,3 years,RENT,60000,Verified
1057070,CA,6 years,RENT,66000,Verified
1057080,CA,10+ years,RENT,34482,Source Verified
1057091,TX,10+ years,MORTGAGE,48000,Not Verified
1057101,NC,1 year,MORTGAGE,55550,Verified
1057117,MN,< 1 year,MORTGAGE,40000,Source Verified
1057136,MO,2 years,MORTGAGE,57396,Verified
1057143,CA,6 years,MORTGAGE,57000,Not Verified
1057146,CA,4 years,RENT,28800,Source Verified
1057148,IL,1 year,RENT,59000,Verified
1057232,MD,10+ years,MORTGAGE,75000,Verified
1057254,KS,10+ years,MORTGAGE,107004,Verified
1057332,MO,5 years,MORTGAGE,46800,Not Verified
1057335,GA,10+ years,MORTGAGE,46551,Verified
1057356,SC,< 1 year,MORTGAGE,53000,Source Verified
1057361,CA,10+ years,MORTGAGE,118000,Verified
1057365,NC,< 1 year,MORTGAGE,39600,Source Verified
1057404,MD,< 1 year,RENT,46000,Source Verified
1057411,FL,8 years,MORTGAGE,115000,Source Verified
1057462,NJ,2 years,MORTGAGE,45000,Source Verified
1057490,FL,3 years,MORTGAGE,50000,Not Verified
1057500,NY,6 years,RENT,80000,Verified
1057509,CA,7 years,RENT,62000,Source Verified
1057531,CA,< 1 year,RENT,50000,Source Verified
1057548,CA,2 years,MORTGAGE,91000,Not Verified
1057549,CA,< 1 year,RENT,71000,Source Verified
1057561,OH,6 years,RENT,32000,Not Verified
1057569,CA,9 years,MORTGAGE,80000,Verified
1057634,GA,3 years,MORTGAGE,200000,Verified
1057637,NC,3 years,MORTGAGE,62000,Not Verified
1057651,NJ,6 years,RENT,41000,Verified
1057655,IL,3 years,RENT,55000,Not Verified
1057690,OH,4 years,MORTGAGE,60000,Verified
1057715,NV,7 years,RENT,25000,Verified
1057787,MD,3 years,MORTGAGE,36000,Source Verified
1057806,NY,6 years,MORTGAGE,60000,Not Verified
1057834,MN,8 years,RENT,60000,Source Verified
1057849,CO,2 years,RENT,60000,Verified
1057880,RI,10+ years,MORTGAGE,120000,Source Verified
1057903,WV,10+ years,MORTGAGE,24000,Not Verified
1057907,AR,8 years,MORTGAGE,82000,Verified
1057909,NJ,4 years,RENT,67656,Source Verified
1057947,WI,10+ years,MORTGAGE,72000,Not Verified
1057956,CA,10+ years,RENT,55200,Not Verified
1057974,CA,10+ years,MORTGAGE,48000,Source Verified
1057975,LA,7 years,MORTGAGE,75000,Not Verified
1057978,IL,< 1 year,RENT,56000,Source Verified
1057992,MO,10+ years,MORTGAGE,84000,Verified
1058024,MN,< 1 year,RENT,48000,Source Verified
1058026,NC,< 1 year,RENT,58000,Verified
1058041,KS,< 1 year,RENT,20520,Source Verified
1058067,CO,2 years,RENT,19200,Verified
1058096,NY,10+ years,RENT,101040,Not Verified
1058108,NJ,10+ years,MORTGAGE,42500,Source Verified
1058121,NY,10+ years,MORTGAGE,54000,Not Verified
1058128,MD,9 years,RENT,54000,Source Verified
1058152,MA,10+ years,MORTGAGE,113713,Verified
1058182,WA,5 years,MORTGAGE,90000,Not Verified
1058235,CO,5 years,RENT,38000,Not Verified
1058241,TX,2 years,OWN,36000,Source Verified
1058249,CA,10+ years,RENT,47000,Not Verified
1058271,WA,< 1 year,RENT,70000,Verified
1058348,MD,5 years,RENT,96000,Verified
1058361,FL,10+ years,MORTGAGE,320000,Verified
1058378,MD,1 year,RENT,42996,Source Verified
1058436,CT,3 years,RENT,50004,Source Verified
1058451,AZ,10+ years,MORTGAGE,128000,Source Verified
1058541,CA,< 1 year,MORTGAGE,102000,Verified
1058544,NC,10+ years,MORTGAGE,62500,Not Verified
1058559,NJ,1 year,RENT,33996,Source Verified
1058598,TX,10+ years,MORTGAGE,33000,Not Verified
1058610,CA,2 years,RENT,60000,Not Verified
1058629,FL,6 years,MORTGAGE,67000,Verified
1058631,TX,< 1 year,MORTGAGE,112000,Source Verified
1058633,CA,4 years,RENT,70000,Verified
1058657,MA,2 years,RENT,68000,Verified
1058662,CA,7 years,RENT,38400,Source Verified
1058666,KY,3 years,RENT,36000,Verified
1058688,IL,2 years,MORTGAGE,78000,Source Verified
1058708,NJ,10+ years,MORTGAGE,120000,Verified
1058724,NC,3 years,RENT,40000,Source Verified
1058733,WA,8 years,MORTGAGE,52000,Not Verified
1058741,VA,5 years,MORTGAGE,52000,Not Verified
1058760,FL,10+ years,RENT,70000,Verified
1058789,KS,8 years,RENT,56950,Verified
1058790,TX,3 years,MORTGAGE,45000,Verified
1058842,NY,< 1 year,RENT,54000,Source Verified
1058862,TX,9 years,RENT,62068.8,Verified
1058873,CA,10+ years,RENT,54000,Verified
1058914,CA,10+ years,MORTGAGE,40000,Verified
1058922,NJ,4 years,MORTGAGE,81996,Source Verified
1058931,TX,< 1 year,MORTGAGE,58000,Source Verified
1058937,NJ,6 years,MORTGAGE,78424.06,Verified
1058953,NY,4 years,RENT,43000,Not Verified
1058955,CA,10+ years,MORTGAGE,315000,Verified
1058985,CA,2 years,RENT,45000,Source Verified
1058991,CA,< 1 year,RENT,50000,Source Verified
1059012,TX,2 years,RENT,51000,Not Verified
1059015,OH,< 1 year,RENT,37500,Verified
1059030,NV,5 years,RENT,30000,Verified
1059041,NC,10+ years,MORTGAGE,57881.76,Verified
1059042,CA,4 years,RENT,75000,Verified
1059043,CA,10+ years,RENT,26000,Not Verified
1059058,NV,2 years,RENT,34560,Not Verified
1059082,LA,2 years,MORTGAGE,57600,Not Verified
1059096,NJ,7 years,RENT,90000,Source Verified
1059142,NJ,7 years,MORTGAGE,60000,Verified
1059148,TX,3 years,RENT,49008,Not Verified
1059149,GA,< 1 year,MORTGAGE,48000,Not Verified
1059170,PA,< 1 year,MORTGAGE,55000,Source Verified
1059186,NJ,9 years,RENT,101877,Source Verified
1059200,SC,2 years,MORTGAGE,113000,Verified
1059238,NY,5 years,RENT,90000,Not Verified
1059250,CA,3 years,MORTGAGE,125000,Source Verified
1059261,PA,2 years,RENT,67500,Verified
1059266,IL,2 years,RENT,48000,Source Verified
1059292,FL,10+ years,MORTGAGE,60204,Not Verified
1059300,NY,4 years,RENT,55438,Verified
1059311,CA,1 year,RENT,54000,Source Verified
1059328,IL,5 years,RENT,60000,Source Verified
1059333,MN,3 years,RENT,58576,Not Verified
1059339,IL,10+ years,MORTGAGE,48000,Verified
1059351,MA,10+ years,MORTGAGE,55000,Source Verified
1059371,CO,1 year,MORTGAGE,9600,Verified
1059373,MN,10+ years,MORTGAGE,64000,Not Verified
1059380,AZ,7 years,RENT,105000,Not Verified
1059410,CA,9 years,RENT,150000,Verified
1059435,LA,6 years,MORTGAGE,81600,Not Verified
1059447,CA,10+ years,RENT,18000,Verified
1059453,VA,10+ years,MORTGAGE,80000,Verified
1059496,IL,10+ years,RENT,157000,Source Verified
1059522,MA,7 years,RENT,42870,Source Verified
1059551,PA,10+ years,MORTGAGE,140000,Not Verified
1059587,CA,4 years,RENT,9600,Source Verified
1059609,VA,10+ years,RENT,70000,Source Verified
1059619,NY,1 year,RENT,45000,Not Verified
1059651,NH,10+ years,RENT,33600,Verified
1059678,CT,5 years,MORTGAGE,42000,Source Verified
1059714,MN,5 years,MORTGAGE,93218,Verified
1059753,NJ,1 year,RENT,145000,Not Verified
1059755,NY,10+ years,RENT,140000,Verified
1059787,OH,10+ years,MORTGAGE,65000,Verified
1059803,CA,10+ years,RENT,60000,Source Verified
1059862,CA,2 years,MORTGAGE,48000,Source Verified
1059868,MA,7 years,MORTGAGE,185000,Verified
1059893,CA,10+ years,RENT,66072,Not Verified
1059907,MA,6 years,MORTGAGE,75000,Not Verified
1059923,CA,4 years,RENT,65000,Verified
1059927,CA,10+ years,RENT,150000,Source Verified
1059988,FL,5 years,MORTGAGE,45000,Source Verified
1059994,LA,1 year,MORTGAGE,49000,Source Verified
1060009,WV,10+ years,MORTGAGE,95610,Not Verified
1060010,OR,10+ years,MORTGAGE,117000,Verified
1060016,NY,3 years,MORTGAGE,150000,Source Verified
1060075,TX,3 years,MORTGAGE,200000,Verified
1060086,NH,7 years,MORTGAGE,63000,Not Verified
1060108,NY,3 years,RENT,100300,Verified
1060116,WI,< 1 year,MORTGAGE,24960,Source Verified
1060121,MO,3 years,RENT,39000,Not Verified
1060154,PA,10+ years,RENT,45000,Not Verified
1060176,SC,1 year,RENT,37000,Source Verified
1060252,CA,< 1 year,RENT,24000,Source Verified
1060270,FL,5 years,RENT,36000,Source Verified
1060292,IL,10+ years,MORTGAGE,78000,Source Verified
1060293,SC,3 years,MORTGAGE,89000,Not Verified
1060344,CA,8 years,MORTGAGE,120000,Verified
1060371,IL,10+ years,MORTGAGE,70000,Not Verified
1060392,CA,10+ years,MORTGAGE,90000,Verified
1060448,NV,10+ years,MORTGAGE,40000,Verified
1060457,CT,3 years,RENT,36000,Not Verified
1060465,AL,3 years,RENT,27800,Source Verified
1060474,NJ,1 year,RENT,52000,Source Verified
1060478,NC,10+ years,MORTGAGE,164000,Verified
1060488,CA,3 years,RENT,30000,Source Verified
1060506,MD,6 years,RENT,48000,Source Verified
1060518,WA,5 years,RENT,52000,Verified
1060562,NC,2 years,MORTGAGE,86748,Source Verified
1060563,TX,3 years,RENT,47900,Source Verified
1060564,NC,10+ years,MORTGAGE,85000,Verified
1060638,NJ,8 years,RENT,60000,Source Verified
1060690,FL,4 years,RENT,30000,Source Verified
1060729,RI,10+ years,OWN,60000,Not Verified
1060744,CA,5 years,MORTGAGE,68000,Verified
1060774,GA,< 1 year,RENT,15000,Not Verified
1060780,PA,2 years,OWN,36184.8,Verified
1060832,WA,< 1 year,RENT,33600,Not Verified
1060836,PA,4 years,RENT,20000,Source Verified
1060851,MD,8 years,RENT,53000,Not Verified
1060866,GA,1 year,MORTGAGE,90000,Source Verified
1060907,CO,3 years,RENT,74250,Verified
1060922,MO,3 years,MORTGAGE,52000,Not Verified
1060923,TX,1 year,RENT,111996,Not Verified
1060982,CA,5 years,MORTGAGE,64000,Verified
1060997,CT,4 years,RENT,47160,Source Verified
1061020,NY,7 years,RENT,82000,Source Verified
1061040,NY,4 years,RENT,70000,Source Verified
1061056,FL,10+ years,OWN,25000,Not Verified
1061095,TX,4 years,MORTGAGE,85000,Source Verified
1061101,CA,< 1 year,RENT,42000,Source Verified
1061142,NY,10+ years,OWN,85000,Verified
1061155,FL,< 1 year,RENT,55182.4,Verified
1061157,CA,7 years,MORTGAGE,85000,Verified
1061183,CA,3 years,MORTGAGE,54000,Source Verified
1061208,CA,10+ years,RENT,56400,Source Verified
1061233,WA,2 years,OWN,72000,Verified
1061235,VA,4 years,RENT,67300,Verified
1061366,CA,10+ years,RENT,70000,Not Verified
1061376,CA,< 1 year,RENT,67000,Source Verified
1061415,SC,4 years,RENT,80000,Not Verified
1061456,WA,5 years,RENT,32000,Source Verified
1061465,NY,8 years,RENT,80000,Not Verified
1061476,KY,10+ years,MORTGAGE,96000,Not Verified
1061487,CO,1 year,MORTGAGE,90000,Not Verified
1061499,CT,< 1 year,RENT,75000,Source Verified
1061500,PA,< 1 year,RENT,35832,Source Verified
1061523,MD,1 year,OWN,55000,Source Verified
1061526,MI,10+ years,MORTGAGE,55000,Source Verified
1061552,GA,< 1 year,MORTGAGE,80000,Verified
1061555,IL,8 years,OWN,120000,Verified
1061565,NY,10+ years,RENT,93000,Source Verified
1061566,MD,10+ years,MORTGAGE,116000,Source Verified
1061648,CT,2 years,RENT,32000,Not Verified
1061669,NJ,7 years,RENT,65000,Source Verified
1061773,GA,2 years,RENT,28000,Not Verified
1061794,NC,< 1 year,RENT,87000,Verified
1061800,PA,5 years,RENT,30000,Not Verified
1061804,PA,2 years,RENT,46000,Source Verified
1061827,NC,10+ years,MORTGAGE,74000,Verified
1061834,NC,2 years,MORTGAGE,100000,Verified
1061880,CA,1 year,MORTGAGE,57000,Verified
1061893,LA,< 1 year,RENT,24000,Source Verified
1061894,NC,2 years,RENT,50000,Source Verified
1061904,NY,1 year,RENT,32004,Not Verified
1061914,IL,2 years,RENT,60000,Source Verified
1061953,NJ,8 years,RENT,65000,Verified
1061959,PA,3 years,MORTGAGE,70000,Source Verified
1061970,FL,< 1 year,MORTGAGE,84000,Source Verified
1061996,MD,9 years,MORTGAGE,108717,Source Verified
1062048,AZ,8 years,MORTGAGE,85000,Not Verified
1062063,TX,4 years,MORTGAGE,74000,Not Verified
1062086,CA,< 1 year,RENT,65000,Source Verified
1062145,AR,8 years,OWN,50000,Verified
1062148,TX,10+ years,MORTGAGE,105000,Not Verified
1062164,NC,3 years,MORTGAGE,55000,Source Verified
1062177,FL,10+ years,MORTGAGE,84000,Verified
1062181,DC,2 years,RENT,85000,Not Verified
1062182,CA,9 years,RENT,70000,Source Verified
1062187,WA,10+ years,RENT,38400,Not Verified
1062202,LA,3 years,MORTGAGE,54000,Not Verified
1062206,CA,< 1 year,OWN,9600,Source Verified
1062258,CA,10+ years,MORTGAGE,280000,Verified
1062259,IL,8 years,MORTGAGE,200000,Source Verified
1062264,CT,6 years,MORTGAGE,45000,Verified
1062272,TX,2 years,RENT,80000,Not Verified
1062278,OH,6 years,MORTGAGE,50000,Verified
1062302,CO,10+ years,MORTGAGE,48000,Not Verified
1062343,IL,2 years,RENT,94404,Not Verified
1062367,NY,5 years,RENT,80000,Source Verified
1062371,OK,3 years,MORTGAGE,84000,Not Verified
1062436,CA,2 years,RENT,65000,Source Verified
1062443,OH,10+ years,MORTGAGE,70000,Not Verified
1062458,IL,10+ years,MORTGAGE,96682,Verified
1062461,KY,10+ years,RENT,60000,Verified
1062470,IL,6 years,MORTGAGE,79985,Verified
1062489,OK,7 years,MORTGAGE,37000,Verified
1062497,OH,10+ years,MORTGAGE,32400,Not Verified
1062531,VT,8 years,RENT,32400,Not Verified
1062555,WA,7 years,MORTGAGE,48000,Not Verified
1062556,DC,10+ years,RENT,92000,Verified
1062572,CA,10+ years,RENT,85000,Verified
1062594,CA,6 years,MORTGAGE,135000,Source Verified
1062603,AL,1 year,RENT,35000,Source Verified
1062604,MA,5 years,RENT,48000,Source Verified
1062629,LA,10+ years,RENT,48000,Not Verified
1062658,WI,< 1 year,MORTGAGE,145000,Source Verified
1062681,NY,10+ years,MORTGAGE,42000,Not Verified
1062748,KS,8 years,RENT,70150,Verified
1062750,KS,4 years,MORTGAGE,96000,Verified
1062769,TX,3 years,MORTGAGE,55000,Not Verified
1062795,MD,4 years,MORTGAGE,70000,Source Verified
1062824,CA,< 1 year,RENT,65000,Verified
1062827,IL,8 years,MORTGAGE,157000,Verified
1062845,NJ,2 years,RENT,50400,Verified
1062864,CA,10+ years,MORTGAGE,94000,Source Verified
1062910,GA,10+ years,RENT,73328.76,Verified
1062948,CA,1 year,RENT,30000,Verified
1062960,PA,1 year,MORTGAGE,45600,Not Verified
1062967,NJ,10+ years,RENT,47000,Not Verified
1062979,VA,2 years,RENT,42504,Not Verified
1063002,OH,10+ years,MORTGAGE,85800,Verified
1063033,NY,5 years,RENT,51500,Source Verified
1063038,KS,5 years,RENT,58344,Not Verified
1063050,CA,< 1 year,RENT,40000,Not Verified
1063079,WI,10+ years,MORTGAGE,72000,Not Verified
1063081,MI,3 years,MORTGAGE,40000,Source Verified
1063097,VA,4 years,MORTGAGE,123000,Verified
1063098,OH,3 years,MORTGAGE,100000,Verified
1063099,IL,10+ years,MORTGAGE,90000,Not Verified
1063125,NC,7 years,RENT,48000,Not Verified
1063127,AZ,5 years,MORTGAGE,65196,Not Verified
1063133,MO,5 years,MORTGAGE,65000,Not Verified
1063240,CA,< 1 year,RENT,39000,Source Verified
1063271,NC,7 years,MORTGAGE,54000,Not Verified
1063301,TX,3 years,RENT,26400,Verified
1063308,PA,2 years,RENT,112000,Verified
1063363,MN,4 years,MORTGAGE,275000,Verified
1063365,MN,3 years,MORTGAGE,31200,Not Verified
1063428,MN,2 years,RENT,60000,Not Verified
1063435,CA,2 years,RENT,75000,Verified
1063484,OH,1 year,RENT,72500,Verified
1063499,NJ,4 years,RENT,315600,Source Verified
1063533,CA,< 1 year,RENT,60000,Not Verified
1063552,LA,5 years,MORTGAGE,100000,Not Verified
1063554,TX,10+ years,RENT,70000,Verified
1063591,FL,5 years,RENT,30000,Not Verified
1063636,OH,10+ years,RENT,116664,Verified
1063657,MN,5 years,MORTGAGE,40800,Not Verified
1063673,AZ,5 years,MORTGAGE,75000,Not Verified
1063721,VT,10+ years,OWN,40000,Not Verified
1063722,KS,4 years,MORTGAGE,50004,Not Verified
1063736,NV,2 years,RENT,18835.2,Not Verified
1063746,IL,3 years,RENT,35004,Source Verified
1063756,CA,5 years,RENT,43000,Not Verified
1063832,CA,< 1 year,RENT,30000,Source Verified
1063859,GA,5 years,MORTGAGE,63000,Verified
1063876,MD,10+ years,OWN,51000,Not Verified
1063920,NY,3 years,RENT,38000,Source Verified
1063923,CT,8 years,MORTGAGE,65000,Not Verified
1063975,GA,4 years,RENT,36000,Source Verified
1063992,CO,10+ years,MORTGAGE,45600,Not Verified
1064011,PA,5 years,RENT,38000,Not Verified
1064013,NY,10+ years,MORTGAGE,185000,Source Verified
1064032,CA,1 year,MORTGAGE,96000,Source Verified
1064045,NV,6 years,MORTGAGE,97000,Not Verified
1064050,CT,8 years,RENT,63500,Not Verified
1064067,GA,5 years,RENT,60000,Verified
1064080,OH,10+ years,RENT,50000,Not Verified
1064102,CO,2 years,RENT,32000,Not Verified
1064104,LA,2 years,RENT,30720,Source Verified
1064127,CA,2 years,RENT,52000,Not Verified
1064156,NV,2 years,RENT,91500,Verified
1064179,NJ,6 years,OWN,75000,Not Verified
1064195,CA,6 years,RENT,40800,Verified
1064216,MA,3 years,MORTGAGE,65000,Not Verified
1064220,GA,10+ years,MORTGAGE,44582,Not Verified
1064306,CA,1 year,RENT,24000,Not Verified
1064310,FL,10+ years,RENT,21600,Source Verified
1064368,FL,10+ years,MORTGAGE,76000,Verified
1064401,CO,1 year,RENT,14400,Not Verified
1064402,AZ,10+ years,MORTGAGE,125000,Source Verified
1064454,AZ,< 1 year,RENT,55000,Source Verified
1064476,CA,4 years,RENT,34800,Not Verified
1064478,TX,4 years,MORTGAGE,32000,Not Verified
1064484,MI,< 1 year,MORTGAGE,22000,Source Verified
1064485,TX,10+ years,RENT,42000,Not Verified
1064486,NY,1 year,RENT,64000,Verified
1064518,FL,6 years,MORTGAGE,75000,Source Verified
1064522,NY,10+ years,RENT,45000,Source Verified
1064533,GA,5 years,RENT,15600,Source Verified
1064535,MD,2 years,RENT,48000,Verified
1064566,FL,9 years,RENT,65000,Not Verified
1064592,OH,2 years,MORTGAGE,85000,Not Verified
1064602,MD,2 years,MORTGAGE,101004,Not Verified
1064666,TX,7 years,RENT,72000,Source Verified
1064738,VA,3 years,MORTGAGE,54000,Verified
1064747,MO,< 1 year,MORTGAGE,72252,Source Verified
1064748,RI,10+ years,RENT,31200,Not Verified
1064750,FL,4 years,RENT,76000,Not Verified
1064769,PA,10+ years,MORTGAGE,66000,Verified
1064788,AZ,1 year,RENT,38000,Not Verified
1064791,PA,10+ years,RENT,55000,Not Verified
1064799,MI,3 years,MORTGAGE,46000,Verified
1064814,NC,3 years,RENT,65000,Source Verified
1064835,FL,5 years,MORTGAGE,130000,Verified
1064848,GA,2 years,MORTGAGE,35000,Not Verified
1064869,OK,6 years,MORTGAGE,60000,Not Verified
1064875,NJ,2 years,MORTGAGE,225000,Source Verified
1064879,VA,8 years,RENT,60000,Verified
1064904,FL,5 years,OWN,50000,Not Verified
1064913,NC,4 years,MORTGAGE,40896,Verified
1064929,NY,10+ years,RENT,300000,Source Verified
1064934,NY,4 years,RENT,59496,Not Verified
1064940,MD,9 years,MORTGAGE,90000,Not Verified
1064955,CA,< 1 year,RENT,50000,Source Verified
1064959,IL,8 years,MORTGAGE,75000,Source Verified
1064998,CA,1 year,MORTGAGE,68000,Not Verified
1065001,CT,4 years,RENT,30000,Not Verified
1065011,OR,1 year,RENT,24000,Verified
1065021,MO,< 1 year,RENT,32000,Not Verified
1065029,TX,7 years,MORTGAGE,130000,Source Verified
1065031,IL,2 years,MORTGAGE,80000,Source Verified
1065047,OH,8 years,RENT,92000,Verified
1065048,OH,9 years,RENT,62000,Source Verified
1065056,FL,3 years,RENT,57500,Source Verified
1065063,DC,1 year,RENT,59126,Not Verified
1065068,IL,10+ years,RENT,39000,Not Verified
1065114,RI,6 years,MORTGAGE,90000,Source Verified
1065116,MA,5 years,RENT,39750,Source Verified
1065129,NJ,4 years,RENT,38000,Verified
1065143,CT,7 years,MORTGAGE,54000,Not Verified
1065160,IL,1 year,MORTGAGE,50004,Verified
1065179,CA,4 years,MORTGAGE,135000,Verified
1065196,PA,10+ years,RENT,40000,Verified
1065237,IL,10+ years,RENT,75000,Source Verified
1065257,CA,3 years,RENT,130000,Verified
1065284,KY,2 years,MORTGAGE,32000,Not Verified
1065294,TX,< 1 year,OWN,48000,Verified
1065297,NY,8 years,RENT,104000,Verified
1065313,NC,10+ years,MORTGAGE,70000,Verified
1065315,IL,10+ years,MORTGAGE,55000,Verified
1065324,NY,10+ years,MORTGAGE,104000,Verified
1065333,CT,< 1 year,RENT,51996,Source Verified
1065339,OH,10+ years,MORTGAGE,48000,Verified
1065355,CO,10+ years,MORTGAGE,150000,Verified
1065361,SC,2 years,OWN,63000,Source Verified
1065382,OH,3 years,MORTGAGE,120000,Source Verified
1065387,CA,8 years,RENT,47000,Not Verified
1065400,NY,5 years,RENT,90000,Verified
1065465,MD,3 years,MORTGAGE,123000,Not Verified
1065474,CA,4 years,RENT,72000,Verified
1065475,IL,2 years,RENT,65000,Source Verified
1065485,NY,3 years,RENT,34500,Not Verified
1065492,NJ,3 years,RENT,65000,Source Verified
1065506,CA,6 years,MORTGAGE,49000,Source Verified
1065559,CA,< 1 year,RENT,36000,Source Verified
1065569,NJ,10+ years,MORTGAGE,120000,Verified
1065574,FL,10+ years,OWN,103000,Verified
1065602,FL,< 1 year,RENT,18000,Not Verified
1065644,NY,6 years,OWN,60000,Source Verified
1065648,GA,1 year,OWN,27000,Source Verified
1065670,CA,5 years,MORTGAGE,198204,Source Verified
1065680,NC,3 years,RENT,53000,Verified
1065692,VA,10+ years,MORTGAGE,138600,Source Verified
1065695,VA,3 years,RENT,73500,Not Verified
1065701,NC,4 years,MORTGAGE,53800,Not Verified
1065735,VA,8 years,MORTGAGE,35500,Not Verified
1065736,IL,1 year,RENT,42000,Verified
1065744,AZ,2 years,MORTGAGE,36000,Source Verified
1065749,CA,3 years,RENT,52000,Verified
1065777,MD,6 years,MORTGAGE,66000,Not Verified
1065783,CA,10+ years,RENT,89196,Source Verified
1065797,AZ,10+ years,OWN,200000,Source Verified
1065842,CA,< 1 year,MORTGAGE,42000,Source Verified
1065854,OH,10+ years,MORTGAGE,225000,Verified
1065855,TX,6 years,RENT,105000,Verified
1065864,CA,3 years,MORTGAGE,258000,Verified
1065892,FL,3 years,RENT,41520,Verified
1065912,CA,< 1 year,RENT,34800,Source Verified
1065921,NJ,10+ years,MORTGAGE,41000,Verified
1065924,NJ,5 years,MORTGAGE,77000,Verified
1065928,TX,2 years,MORTGAGE,80000,Not Verified
1065972,OK,10+ years,RENT,66000,Source Verified
1065995,GA,2 years,RENT,46704,Source Verified
1066022,IL,4 years,MORTGAGE,55000,Verified
1066054,TX,4 years,MORTGAGE,75996,Not Verified
1066059,CA,1 year,MORTGAGE,128000,Verified
1066081,OR,10+ years,MORTGAGE,115000,Verified
1066088,AZ,8 years,MORTGAGE,50000,Verified
1066138,NY,< 1 year,RENT,50000,Verified
1066156,VA,5 years,MORTGAGE,112224,Verified
1066170,AL,3 years,OWN,28800,Source Verified
1066171,CA,< 1 year,RENT,131000,Verified
1066184,CA,5 years,RENT,83000,Verified
1066220,CA,10+ years,MORTGAGE,65000,Not Verified
1066236,NY,10+ years,MORTGAGE,78500,Not Verified
1066237,MO,4 years,MORTGAGE,56000,Not Verified
1066306,OH,5 years,RENT,20000,Not Verified
1066312,MD,10+ years,MORTGAGE,125000,Verified
1066374,NY,3 years,RENT,50052,Not Verified
1066377,CA,2 years,RENT,25000,Source Verified
1066396,MO,10+ years,OWN,135000,Verified
1066430,MO,2 years,MORTGAGE,200000,Verified
1066433,FL,< 1 year,RENT,30000,Source Verified
1066441,MD,3 years,RENT,120000,Source Verified
1066444,RI,10+ years,MORTGAGE,250000,Source Verified
1066449,MD,2 years,RENT,40000,Source Verified
1066461,NC,5 years,MORTGAGE,38000,Source Verified
1066474,NY,5 years,RENT,60000,Not Verified
1066485,OH,3 years,MORTGAGE,90000,Not Verified
1066489,TX,2 years,RENT,41000,Not Verified
1066522,CA,4 years,RENT,56000,Verified
1066534,FL,6 years,MORTGAGE,65000,Verified
1066547,LA,10+ years,MORTGAGE,63000,Not Verified
1066562,WV,7 years,MORTGAGE,42000,Verified
1066568,TX,4 years,MORTGAGE,45000,Source Verified
1066589,MA,7 years,MORTGAGE,56000,Source Verified
1066591,PA,6 years,MORTGAGE,47000,Source Verified
1066621,OR,< 1 year,RENT,84996,Not Verified
1066652,AR,10+ years,MORTGAGE,98000,Source Verified
1066657,NJ,< 1 year,RENT,50000,Source Verified
1066661,NY,10+ years,RENT,40000,Source Verified
1066688,TX,9 years,MORTGAGE,105000,Verified
1066690,SD,10+ years,OWN,49200,Verified
1066717,NJ,2 years,MORTGAGE,370008,Source Verified
1066730,MA,10+ years,MORTGAGE,60000,Not Verified
1066735,MI,< 1 year,RENT,26400,Source Verified
1066752,OH,< 1 year,OWN,50000,Source Verified
1066776,NJ,3 years,MORTGAGE,122880,Verified
1066792,MO,1 year,OWN,69000,Source Verified
1066798,TX,< 1 year,MORTGAGE,60000,Source Verified
1066810,NM,10+ years,MORTGAGE,56700,Source Verified
1066825,WA,3 years,RENT,44966,Not Verified
1066828,FL,4 years,MORTGAGE,94940,Not Verified
1066830,NC,10+ years,MORTGAGE,35000,Verified
1066833,NY,4 years,RENT,40404,Not Verified
1066897,CA,4 years,RENT,35000,Verified
1066909,AR,7 years,MORTGAGE,78804,Verified
1066918,GA,4 years,MORTGAGE,95000,Source Verified
1066970,PA,10+ years,MORTGAGE,60000,Verified
1066980,OH,10+ years,MORTGAGE,90000,Verified
1066982,AL,2 years,RENT,30000,Source Verified
1066984,NY,3 years,RENT,61200,Not Verified
1067023,AR,5 years,RENT,38400,Not Verified
1067049,WA,10+ years,MORTGAGE,58000,Verified
1067065,NC,10+ years,MORTGAGE,48383,Verified
1067073,AZ,5 years,MORTGAGE,60000,Not Verified
1067080,IL,5 years,MORTGAGE,65000,Not Verified
1067113,TX,< 1 year,MORTGAGE,150000,Verified
1067125,NY,3 years,RENT,192000,Verified
1067129,NJ,4 years,RENT,70000,Source Verified
1067145,MO,4 years,RENT,33804,Not Verified
1067148,NY,2 years,RENT,65000,Verified
1067174,VA,10+ years,MORTGAGE,73200,Verified
1067238,VA,1 year,RENT,28000,Source Verified
1067270,CA,2 years,RENT,36000,Source Verified
1067275,NY,7 years,RENT,30000,Verified
1067287,CO,2 years,RENT,67000,Not Verified
1067313,MN,< 1 year,MORTGAGE,54000,Not Verified
1067314,NC,< 1 year,MORTGAGE,186000,Verified
1067365,AZ,4 years,MORTGAGE,43000,Verified
1067368,MI,2 years,RENT,31000,Verified
1067395,OH,3 years,MORTGAGE,75000,Not Verified
1067411,MO,10+ years,RENT,56400,Verified
1067434,CA,7 years,RENT,31200,Source Verified
1067442,FL,2 years,MORTGAGE,200000,Source Verified
1067448,TX,4 years,RENT,30000,Source Verified
1067455,VA,5 years,RENT,118000,Not Verified
1067464,NY,7 years,RENT,79000,Verified
